id,latitude,longitude
87087782,43.493195,-96.58805833
87463437,43.48227,-96.58716667
98063649,43.47287556,-96.58598631
87463013,43.48044167,-96.58308333
86919858,43.21500778,-96.57171631
52665554,39.26087344,-96.54890338
88455899,40.80456785,-96.5460507
87667779,39.172375,-96.537955
71524471,42.68310357,-96.51999942
28690468,40.81508819,-96.50862142
56805341,38.74099667,-96.48977833
52831982,38.74089555,-96.48948026
56805179,38.74091333,-96.48902833
15262765,42.241395,-96.476875
54208376,42.54457167,-96.47168
53207752,42.55159575,-96.47155026
52292669,42.55208667,-96.47093833
28703225,42.55098333,-96.46825333
50676180,42.54253333,-96.46798056
14422352,42.54899667,-96.4656
88780534,43.0627775,-96.4627321
31010454,43.06638718,-96.45555878
100284154,43.13184244,-96.44251617
52861146,39.12944905,-96.44002106
14578470,45.25624173,-96.41017846
56064359,38.53561174,-96.37607317
88396802,40.30969314,-96.36657128
87843424,42.277177,-96.3593711
31873654,41.04929136,-96.33740913
56195381,42.494305,-96.33570833
55360271,41.07633883,-96.33535
86786320,42.64314104,-96.32364701
55452264,42.63931333,-96.32364667
55111066,42.63924419,-96.32233488
55725664,42.64131044,-96.32128314
29813657,41.00116752,-96.31832221
14522225,41.03444473,-96.31506401
87582510,41.02853333,-96.30661667
14577647,41.01239012,-96.28961217
14614515,40.98750986,-96.28565853
91146794,41.02401192,-96.25107956
91570037,41.02158617,-96.24646167
57435537,41.02822478,-96.24554204
56588667,40.99775997,-96.22506759
54431193,40.98752867,-96.21964408
55172780,40.98792477,-96.21959863
88426139,40.99050067,-96.21712618
58128376,40.99023564,-96.21672214
14415498,40.99182042,-96.21520207
31080359,41.22933553,-96.18915263
88816313,41.22614791,-96.18650522
30928124,41.22589982,-96.18644552
54092638,39.27502,-96.185905
29985654,43.2797417,-96.179424
30133246,43.07848707,-96.16529144
53183094,43.07815554,-96.16492088
16737854,41.09099404,-96.16483607
86976869,41.17244084,-96.15650956
55427309,40.87267741,-96.14455621
84928979,41.18528277,-96.11795942
86897759,41.2924031,-96.09692386
88602305,41.287736,-96.096552
29016386,41.29229607,-96.09559706
54202647,41.29333056,-96.09495
87448178,41.2925435,-96.09431156
88608187,41.292403,-96.094052
55207461,41.28032868,-96.07696297
95594199,41.28029326,-96.07662197
56078020,41.1428445,-96.0667611
86188046,41.23734667,-96.0603945
34746675,41.2342136,-96.0596364
1866696,41.154443,-96.042238
91539007,41.79131098,-96.00621767
29658133,41.21605428,-96.00192396
29658161,41.21604987,-96.00192167
29128822,41.39386667,-95.974455
100741451,41.37447508,-95.95554806
39053379,41.3745999,-95.95543097
55231149,41.391255,-95.95313333
56377048,41.38398662,-95.95025137
34394912,41.39492,-95.94689167
53203963,41.1131167,-95.9462102
14831436,41.43078833,-95.93435
28872651,41.2179824,-95.9289181
91561716,41.87052335,-95.92817765
87335312,42.908425,-95.91908333
87941845,41.17975269,-95.91783352
30856062,41.17984861,-95.91780083
86933301,41.1798912,-95.9176316
29848601,41.17976088,-95.91751744
54300637,41.18052833,-95.91745833
87444735,41.18025812,-95.91736321
89868450,41.89535894,-95.91734333
30201590,41.18051185,-95.91710374
93751496,41.18067854,-95.91686793
28227053,41.18086714,-95.91673896
87444725,41.18023837,-95.91671556
31917747,41.18026794,-95.91671152
85845417,41.2357416,-95.9165951
30041759,41.17956269,-95.91650717
93752756,41.18033409,-95.91627415
30367315,41.17848423,-95.91497325
53007025,41.18141032,-95.91479659
87453417,41.18201567,-95.91473045
89329883,41.181345,-95.914725
54948642,41.89573932,-95.91363042
86284401,41.18251446,-95.91350368
87800845,41.23407,-95.91303667
97789001,41.89577855,-95.9130203
55313020,41.17954375,-95.91258056
85825480,41.17944231,-95.91218881
60035793,41.1813157,-95.91193903
90562035,41.18098,-95.90963667
15754210,41.18000333,-95.90892833
53010812,39.90622017,-95.90753139
86574546,41.16428954,-95.90561163
29877409,41.17259196,-95.90515734
42586547,41.17818112,-95.90298607
42586548,41.17818112,-95.90298607
55526063,41.89532164,-95.90021338
34988080,41.15319685,-95.89509543
1806625,41.17775,-95.894494
54233075,41.17711667,-95.89428
29197089,40.70118667,-95.89396667
31202953,39.9112854,-95.89320374
60126844,41.17753831,-95.89297407
53080825,41.16103988,-95.89245898
52371911,40.67994774,-95.89142407
54231832,41.17652167,-95.89038833
29409150,40.67871569,-95.88718811
87988565,40.67875377,-95.88494193
15220708,41.5743603,-95.87935489
88735139,45.03326897,-95.87721897
87497018,45.033202,-95.877188
88735156,45.03312197,-95.87673497
87414615,45.02717195,-95.87080946
87414463,45.02719253,-95.87075396
8201930,45.02338883,-95.86782833
8201235,45.02336121,-95.86761475
85422252,41.41400556,-95.86737222
14147074,41.40711711,-95.86566707
7462762,41.41563,-95.86164167
14596315,41.41462326,-95.85998535
90429731,41.29083748,-95.85993819
14716542,41.41888333,-95.85990833
7423961,41.41255537,-95.85831553
14596417,41.41321182,-95.85799408
87658396,41.41447488,-95.85666709
88469635,41.41447212,-95.85666709
88472666,41.41447212,-95.85666709
88474713,41.41447212,-95.85666709
53901080,41.4218879,-95.8547423
54629195,40.65997167,-95.84474167
55341350,41.25290364,-95.84400706
54201757,40.66686644,-95.83074042
28727291,39.0928449,-95.8142885
52275291,41.07635253,-95.80951289
53492837,36.21282702,-95.80354493
62059247,41.24915333,-95.80230833
60317093,41.27507973,-95.80131304
61714564,36.22028,-95.8012
91160944,36.22022247,-95.80118561
3483921,36.21964277,-95.80025252
53165113,37.27935848,-95.79997045
51726280,36.22153667,-95.79955333
49436260,36.22194411,-95.79877923
56093757,39.97772489,-95.79007108
29361667,41.06996859,-95.78688858
29361660,41.07060583,-95.78662908
51097773,37.26298776,-95.77913859
29327846,39.05622752,-95.77768679
7493061,44.99454729,-95.77571869
7493062,44.99454729,-95.77571869
51129102,37.26886964,-95.77399663
8466570,44.99586167,-95.77224667
30646668,44.99592167,-95.77223333
32919892,39.06380844,-95.76126862
8386290,39.06482049,-95.76008287
17857368,39.06649399,-95.75900269
33554708,44.23991758,-95.75582119
28403152,39.06764667,-95.75430444
91901426,39.06798221,-95.75341508
29871151,40.86106798,-95.7457013
30646633,41.02799751,-95.74330143
54989820,38.27216397,-95.737716
55224321,41.01723617,-95.73278833
88197270,39.06568778,-95.73238566
14546115,41.58770909,-95.73142891
52070273,39.01769089,-95.72450062
7433816,44.92628299,-95.72198868
7433818,44.92640453,-95.72061539
52542692,38.885679,-95.709601
54662753,40.59295114,-95.70365447
86717775,39.02306304,-95.7027709
88051907,39.02313153,-95.70268348
80364873,39.02302333,-95.70256913
96655429,39.36041057,-95.69250518
32193946,40.67557778,-95.69010278
62240248,40.67536667,-95.68908667
51968808,42.59123297,-95.68881532
54266048,39.1182636,-95.6568049
92514394,40.565415,-95.63110333
55538700,41.86798206,-95.62307837
52188549,38.51864094,-95.59536332
85923504,36.29870333,-95.58693
56834911,38.66993488,-95.58234902
17346336,40.27329084,-95.57738724
30994526,40.25238694,-95.55722374
54700525,39.82532903,-95.53123389
55866932,40.24652563,-95.52795949
30282664,39.66431808,-95.51843262
57866955,39.66402969,-95.51814033
56284349,39.67075556,-95.51768722
54018947,39.66767247,-95.51283708
28450567,39.66807175,-95.51275635
52758106,39.668162,-95.51258639
55348848,38.90360962,-95.49685424
70218676,39.02639722,-95.4820861
52171416,38.88445,-95.48057639
54116759,38.88450333,-95.48056667
54020260,39.84506664,-95.47298047
29611983,39.84541702,-95.47266388
54647782,44.7364175,-95.44734767
52899544,39.63813692,-95.44144117
53331967,39.84743539,-95.43863628
54697352,44.733012,-95.43827856
51832018,38.84922545,-95.435917
32772084,39.6384311,-95.43512028
87407162,44.73023066,-95.43425815
93262615,38.92999722,-95.43307222
92127040,38.929805,-95.432975
65052948,38.87208761,-95.41558938
52751095,39.1379017,-95.4137546
91211047,37.91405833,-95.39856389
87662819,37.91206667,-95.39702222
30078341,37.91081619,-95.39618683
51414041,37.91036389,-95.39597778
59737646,37.91057778,-95.39559167
90419556,38.91535125,-95.38833595
31756405,37.8950407,-95.3862662
53211783,38.97539222,-95.38376824
53211952,38.97535488,-95.38376313
63451710,38.89035521,-95.38361571
53681705,39.16949722,-95.38070278
3638100,38.93699667,-95.377525
60273297,38.89218,-95.37385139
56838350,38.9376505,-95.37223253
60273443,38.88953652,-95.36982943
62681121,38.94265,-95.345025
62680943,38.94054167,-95.34472
32545635,38.93768667,-95.343375
56359532,38.9362825,-95.34222691
52847085,38.93403073,-95.33950352
61814046,39.00114218,-95.31973813
61817294,39.00088119,-95.31948852
59406659,39.00572639,-95.31786806
52173518,38.96769431,-95.31678579
59406694,39.00835341,-95.31657682
59406795,39.01490139,-95.31336306
61919512,39.01193139,-95.30784472
61919508,39.01288384,-95.30777178
87034294,38.98657586,-95.30066393
31140368,38.985905,-95.29928667
31794089,38.9893118,-95.29579017
54336822,40.85786911,-95.28934333
56714227,39.02161972,-95.28222806
56789506,39.020395,-95.28073139
53662577,38.93145116,-95.27735138
54185038,38.92424808,-95.27518692
87306203,38.86465707,-95.26804368
55561659,38.9495592,-95.26661412
86791328,39.00268379,-95.24146651
54212951,38.97684972,-95.23908139
51282208,38.91377806,-95.23900472
51282207,38.91370139,-95.238905
91755385,38.91363641,-95.2388308
88601679,38.91378333,-95.23883
85409887,38.91380121,-95.23875082
54216995,40.08069346,-95.23777465
51285173,38.91443835,-95.23580342
65047757,38.91431984,-95.2286735
85272268,38.91932833,-95.22783667
98822436,40.06734167,-95.22081167
99309340,40.06736389,-95.22077222
54744346,38.60336389,-95.22065556
31764850,38.97137972,-95.21312306
35948950,39.04577279,-95.2066943
60178371,39.03924196,-95.20290253
67885384,39.04101193,-95.20198756
59681853,39.04383374,-95.20166358
32776954,39.03963367,-95.20060635
60890595,38.80586131,-95.2004548
7035749,39.08027217,-95.19043667
54311231,38.809495,-95.18904806
54352622,38.81047004,-95.18286366
55241564,38.96641965,-95.17501708
55217852,38.97096854,-95.17225943
55241418,38.96756211,-95.17188945
55241432,38.96832098,-95.17022851
57298733,38.96848714,-95.16983166
58652893,38.80400164,-95.15406082
52538755,43.47824667,-95.13594717
56709872,44.55033,-95.12543
85818103,44.54612778,-95.11751667
56475408,39.54210078,-95.11682461
30509065,39.54221344,-95.11380768
51477083,39.21635616,-95.08527681
52085421,38.53366498,-95.08331216
7399553,39.34957752,-95.05536712
89643787,36.08090864,-95.05493894
86944924,44.58095333,-95.05329167
53404737,39.55786439,-95.05320058
92394913,44.55611554,-95.04826128
89141853,43.71535889,-95.03737167
16853919,36.08156204,-95.03424072
86742050,41.4183948,-95.02107063
64332168,38.97395,-95.00672222
55751304,44.55178833,-94.99215
56055052,44.55056057,-94.99068127
56891431,44.551577,-94.990149
14992096,38.95229033,-94.9769032
28540303,38.57805533,-94.97596584
91295369,38.65211866,-94.92541659
52072584,39.42999264,-94.91748041
88209309,38.87885774,-94.90331999
29064490,38.878055,-94.90223667
53207510,38.88057833,-94.89932167
88209327,38.88062338,-94.89914645
89517959,38.87772796,-94.89843128
15007290,38.87976319,-94.89839192
51483426,38.93989174,-94.89665263
28431905,38.93993833,-94.89645333
30255694,38.66235333,-94.89476667
92109848,38.93847849,-94.8938926
92697775,38.93878,-94.89264667
32280051,39.40197833,-94.88999167
92947807,39.3968394,-94.88877352
89720867,36.02371661,-94.88260214
64060177,39.38604915,-94.87968578
21633528,39.42994472,-94.87856891
32669871,39.38626113,-94.87424846
28953706,39.83529282,-94.87083435
90440812,43.39482954,-94.87023527
91018023,43.38891667,-94.86718833
55443184,43.390725,-94.86155833
86110556,38.95891953,-94.85968018
87329835,36.04086825,-94.85638099
102968109,36.04086825,-94.85638099
54384194,38.96215867,-94.84237987
91800447,38.8945256,-94.84183674
87037402,38.8941,-94.84169667
86802131,38.89679614,-94.8409836
3790821,38.9674412,-94.83906984
51481246,38.96715809,-94.83805118
55185363,38.96448744,-94.83787135
54589662,38.895414,-94.83667097
57225268,39.785555,-94.829125
88068161,36.03502392,-94.81783022
90071974,36.03501117,-94.81717
57074580,39.00326826,-94.81615517
91330748,39.03131429,-94.81576444
87063168,39.00097778,-94.81565833
89721387,36.03468228,-94.81216969
87736274,38.989655,-94.81048
89190472,38.96126871,-94.80959823
16364919,36.0343533,-94.8082392
96689322,38.99023666,-94.80779993
89095108,38.97831023,-94.80762942
15358184,39.04395283,-94.80612167
92587194,38.987995,-94.80571167
87733967,38.987975,-94.80553833
87220441,39.04721061,-94.80551613
64266523,38.9914125,-94.80363028
87452192,38.9770613,-94.80250919
86612075,38.95689525,-94.80152925
87000593,38.991,-94.80058333
29382050,38.99169614,-94.79985877
88035538,38.990475,-94.79982
70154507,38.99063665,-94.79967416
61237424,38.97858295,-94.79628698
52678474,39.940705,-94.79563
87063848,39.94103333,-94.795595
61953018,38.97337707,-94.780307
55186176,39.17233868,-94.77575464
34270702,39.20716167,-94.764105
56334341,38.98518833,-94.76318333
88636945,39.39143533,-94.75793839
97447549,39.39433017,-94.75059054
97447550,39.39433017,-94.75059054
89794413,39.39401553,-94.75054551
30932516,40.47696332,-94.74898023
28566309,41.04816785,-94.74528102
29550537,44.45190643,-94.74047068
95618348,37.45033756,-94.71183811
89769747,38.79633,-94.6913
61615527,38.79782469,-94.69102096
95081316,38.7978207,-94.6910209
30003970,38.79934311,-94.69061279
48981966,38.8000893,-94.68890936
403227,38.803504,-94.688793
29670073,38.80161667,-94.687645
88565440,39.24767857,-94.68551866
62881043,34.71035833,-94.68540333
32700927,39.19397746,-94.67941856
32700965,39.19405069,-94.67936891
32701738,39.19388216,-94.67927953
32711681,39.19393777,-94.67910214
32701214,39.19389308,-94.6790727
32703506,39.19383908,-94.67889637
32701175,39.19378778,-94.67872211
53869541,39.19355568,-94.67805809
29992933,39.19346619,-94.67788696
57068349,39.19435683,-94.67781756
28588575,38.90685333,-94.63793
52193084,38.90887541,-94.6329658
88448795,38.91975193,-94.62767026
55187722,39.23534282,-94.61865831
14498880,38.93102264,-94.61475372
30342774,39.20561981,-94.61306
54437715,39.2,-94.61
51864155,39.34316333,-94.60551333
51865505,39.34316333,-94.60551333
86700396,39.0609695,-94.60318833
29856035,38.92930841,-94.60159197
14231203,39.20328192,-94.57992118
60242886,38.9114527,-94.57196937
52692787,38.88037833,-94.571455
51500854,38.89565833,-94.57130833
55712588,38.88087218,-94.57093963
95893055,38.94622393,-94.56949129
54044550,41.69778735,-94.56735905
88441648,38.8816823,-94.5663113
52282040,39.40758549,-94.55877917
30144701,39.24687576,-94.55569458
55106936,39.24565719,-94.55521942
15880288,39.24553937,-94.55515676
60084491,39.22931789,-94.54896981
89428559,37.03198017,-94.54099053
88690411,38.97906494,-94.5362854
28230799,36.11201117,-94.53421667
28760282,39.43519211,-94.53309631
51286208,37.1189798,-94.5329527
88067082,37.03198242,-94.52330017
86086326,45.67806572,-94.51165118
31564854,39.21390117,-94.50825598
89689700,38.98851121,-94.50813825
3481409,39.212455,-94.505414
31424788,39.21143433,-94.50402908
51260471,37.09341,-94.5017078
29393141,39.25368673,-94.50160964
15880914,39.254595,-94.500756
51260510,37.111005,-94.4875409
90476512,44.29552002,-94.47249946
54466645,39.39600549,-94.47239483
55173494,44.29346433,-94.47016935
88471021,44.27599444,-94.45846944
93166452,44.30676443,-94.44894407
55099973,39.23211411,-94.44398256
29657134,44.30137438,-94.44379657
54005671,38.94255,-94.437875
87581769,38.92980289,-94.43737479
52682778,38.91644174,-94.43249868
58630600,38.51691385,-94.41724948
58627364,38.51605693,-94.41627114
87652020,38.90008136,-94.40523464
87652070,38.90030435,-94.40505938
56125956,39.25069233,-94.39593243
86469063,35.7796425,-94.3946618
15520522,39.25103333,-94.39170833
86626465,39.16413975,-94.39120833
55624479,39.19500317,-94.38725173
3690310,38.9108408,-94.3821724
52176260,34.6844,-94.36351167
101065414,34.68438667,-94.36335
31349963,34.68486145,-94.36181911
59056983,39.08612424,-94.36167185
53184380,39.08615549,-94.36159488
112080874,39.085335,-94.35984997
52041817,37.17563386,-94.34732077
28556610,36.510405,-94.34178
62936076,38.97942286,-94.32697579
56440934,39.0368261,-94.3255312
54979306,34.67430333,-94.323905
54978361,34.67175333,-94.31936333
57037762,38.96417024,-94.31882096
63268659,38.95597957,-94.31591956
53399504,38.87097286,-94.31488389
56128360,38.80433667,-94.30934167
51585659,36.15978333,-94.30901333
60239448,36.15790504,-94.30761966
52842364,36.58081324,-94.30737454
60246037,36.1579421,-94.30736719
60246074,36.15234628,-94.30464472
91269277,36.15121383,-94.30458833
14465028,35.3256469,-94.3016006
60620592,39.05120278,-94.30054444
52316035,39.046357,-94.299858
7549146,39.04324419,-94.29644751
52199022,36.6222241,-94.2937438
62699937,36.62368139,-94.29328306
32876452,39.04484743,-94.290908
14631408,39.05012217,-94.29052833
89487573,39.04977508,-94.29015462
93472743,39.05266601,-94.28993504
88026800,39.04590157,-94.28938162
93332783,39.05063333,-94.28927
57693108,38.77385333,-94.27259667
53544766,39.40623003,-94.26321331
63287537,38.7572983,-94.2592962
51857625,36.47004883,-94.25868281
52718122,36.470176,-94.25867597
28991210,36.47135,-94.25821545
59897768,36.47135367,-94.2576543
54114503,39.40329176,-94.25723601
58993229,38.7536878,-94.2520028
32813452,36.47391379,-94.24862765
87726744,36.4280079,-94.24627397
85977844,35.78146167,-94.24592
29418207,35.87423706,-94.24464417
85004290,36.4724758,-94.24344468
88988355,39.74036478,-94.24105726
87764830,36.39697709,-94.23840147
93328676,39.02931098,-94.23673388
86800214,39.26072,-94.235795
59379787,39.07056048,-94.23227008
32183023,42.51284575,-94.23011858
32234218,42.40573707,-94.22954507
52988909,36.44079596,-94.22764465
95207029,36.44450378,-94.22528076
92976944,36.44331801,-94.22494892
56265825,38.90736167,-94.224005
90655407,36.44436697,-94.223686
94250924,36.44428633,-94.22356239
442135,36.02755494,-94.22042476
1867436,39.652663,-94.217605
28558799,36.02109438,-94.21722041
1866457,39.6544,-94.21695
86870291,36.4656272,-94.2153857
1866891,39.65573,-94.214853
54656447,39.65754262,-94.21268184
29179549,39.65258333,-94.21220333
53153139,36.46497124,-94.21197302
51250153,36.02741405,-94.20965555
59752568,36.47650833,-94.20468833
84636418,34.39299167,-94.20062167
52138824,42.53582851,-94.19364436
86843322,42.53547672,-94.19347648
53194936,42.5368902,-94.193382
88205990,36.06625506,-94.19206403
28799986,36.47847607,-94.18815731
86564534,36.47910662,-94.18684351
88327329,36.43357182,-94.18340045
28653441,36.40725,-94.18213667
85104884,36.46816469,-94.18131413
14549498,42.46031033,-94.18000147
52891289,42.51981667,-94.17971667
40143036,35.98910757,-94.16966286
87886059,43.578075,-94.16787833
85763231,36.12970283,-94.15596117
50651220,36.12975529,-94.15579956
86816609,36.129825,-94.15488889
54384357,39.06823391,-94.15442049
52631783,36.41541143,-94.15417406
50808727,36.00405102,-94.1524002
84915306,36.0708624,-94.1516458
89683654,36.06395283,-94.13876383
66781258,36.06401074,-94.13618121
86499704,35.99534444,-94.13601111
27823835,35.99527833,-94.13594717
28202157,35.9982496,-94.1350639
28069167,35.86772076,-94.1303758
57046049,35.86925115,-94.12574092
88298437,39.44509125,-94.1233902
91130394,36.14250565,-94.12033081
14183607,41.30065015,-94.11855984
54943973,44.16398751,-94.11353155
5489908,43.65901166,-94.11336226
89276437,44.16387217,-94.1118695
56443320,44.16318338,-94.10838246
86240417,44.181792,-94.1059159
31644970,44.18439242,-94.10335039
30047591,36.33559167,-94.10238889
48389255,36.33797928,-94.1001383
85704177,36.33705902,-94.10002899
49368340,36.3383016,-94.09986365
49797729,36.33829109,-94.09985076
54284983,36.3365884,-94.09868472
86306274,36.33772657,-94.09718726
85161874,36.33858833,-94.0967555
59511230,41.8252,-94.0937055
87501535,44.14840833,-94.08975283
34722632,44.14830145,-94.08973239
1832654,44.148092,-94.089518
57957985,44.14913883,-94.08944717
52821468,44.15809717,-94.08802783
32287562,44.15908155,-94.08746098
16000235,44.15995891,-94.08531555
52455483,36.05278875,-94.08223528
54900998,44.15787535,-94.08209393
90885470,43.81186021,-94.07974116
86444659,44.15863883,-94.0797195
52603330,41.2957835,-94.0789685
91687770,44.15578992,-94.07816648
32177376,41.29330303,-94.07726121
32176190,41.29330302,-94.07705083
54971563,44.15526667,-94.07695833
58258299,41.29226149,-94.07590144
58257161,41.29224174,-94.07578931
85759306,36.6583055,-94.07199367
89521964,36.6583055,-94.07199367
32355435,41.43623842,-94.069146
14663782,41.30996725,-94.06892155
14396531,41.30986059,-94.06878845
32284512,41.43710969,-94.06845557
14152803,41.30561834,-94.06668384
34189408,34.3874588,-94.05714417
86469689,44.11923617,-94.05535
91362988,44.16301459,-94.0528562
34221922,44.12588883,-94.05163617
93808079,36.350995,-94.04823333
14428118,44.16360833,-94.04772217
29425905,44.16411117,-94.04329717
63921254,44.26763192,-94.04047807
91072393,44.26513861,-94.03596939
62523712,41.3279133,-94.034107
87403884,44.1647996,-94.0333614
40193304,41.35544333,-94.02573831
55102614,42.11811963,-94.02530833
86983037,44.2635232,-94.0193516
53644015,44.1512579,-94.0167111
15021546,44.14552624,-94.0142096
53875162,44.14656389,-94.01345556
85701082,44.33534241,-94.01094055
52735917,42.1035657,-94.0096661
29089615,41.61520767,-94.00846863
28817522,41.3279219,-94.00475571
58433424,41.31740615,-94.00431535
106178023,36.00863006,-94.00230772
54885772,36.03375865,-93.99309527
54208850,41.51630597,-93.99025292
54515716,44.12281594,-93.98639254
62189729,36.30217,-93.98440639
89137750,36.10358333,-93.98365
27017059,41.42080779,-93.98297853
28745385,41.42241425,-93.97984061
16142930,34.352325,-93.97908
94898738,44.148852,-93.976301
94898739,44.148852,-93.976301
44400348,41.36626505,-93.97242918
9503773,41.838634,-93.971343
86739675,44.57424797,-93.96261258
21459725,36.3185733,-93.9619902
21471478,36.2968326,-93.9581524
91692286,40.67956065,-93.95814839
86265082,42.68145272,-93.95194195
29851457,44.2,-93.95
86782185,44.349245,-93.949899
107042037,44.38916178,-93.94905815
86265075,42.68662622,-93.94838165
55600663,35.8274618,-93.9411845
30872005,41.22975772,-93.93978601
35027950,36.30036667,-93.93585
54074481,44.36397624,-93.9312591
85653663,36.47194667,-93.92855833
66253333,36.472184,-93.928079
57028977,36.30332654,-93.92623231
54994546,41.520205,-93.92073833
52949556,44.33264178,-93.91606014
29204118,41.32666779,-93.91027832
99039379,44.52661167,-93.90720833
55101995,42.000227,-93.89776836
86912563,41.98146286,-93.89394925
85386503,35.66772591,-93.8926487
86651033,42.04774206,-93.89248744
89503109,41.98459644,-93.88965385
53275916,34.43706,-93.88776
86898291,44.53805279,-93.88742672
14395136,41.99219717,-93.88727513
53206144,34.43648,-93.88666667
88062471,41.58280176,-93.88584151
52750728,41.99328908,-93.88399565
27909110,36.52737833,-93.88144667
88300696,34.36845333,-93.87869167
30777840,41.272895,-93.87020833
29450805,34.36127853,-93.86834717
85951254,44.61390897,-93.85869758
108007702,39.59381636,-93.85774247
29513943,41.87191333,-93.85206667
55067077,40.65294139,-93.85167332
87636099,44.48677652,-93.84184087
86720825,41.65663108,-93.83683889
53913822,41.46480833,-93.83677
28113450,35.83191667,-93.83619667
53532710,36.589025,-93.83616111
53310719,36.58142,-93.83431833
51135948,36.57711073,-93.83006508
91439566,41.51752472,-93.82315826
55790980,41.448075,-93.82013
90916669,42.47571859,-93.81696039
90890220,42.46962167,-93.81163
50764693,36.39583333,-93.80972222
111917573,33.79463667,-93.80587833
52403560,42.43312107,-93.80301473
96044037,37.5191929,-93.8015248
89514098,42.43556251,-93.79894719
30049168,36.19490278,-93.79057778
85839053,36.19536445,-93.78923144
7070478,41.78533,-93.78870333
87205672,41.62199102,-93.78038468
87205695,41.6220237,-93.78036278
55397751,42.10425283,-93.77763333
89585975,41.7025487,-93.7772657
54751167,45.05969682,-93.7626981
3532825,36.433525,-93.76156667
85253762,41.7642033,-93.7609395
81878411,36.15425286,-93.76025901
85027311,36.3916027,-93.75915248
85532320,41.60948626,-93.75839492
31037702,38.38477367,-93.75770418
7402497,41.60971167,-93.75721667
91401801,45.07922675,-93.75311516
52874368,41.33435833,-93.75115833
53912548,41.43240833,-93.74905333
15025304,41.40944667,-93.74769667
91477738,41.5433,-93.74676333
85661188,41.60881667,-93.74643
17179046,41.0340055,-93.74405
14704383,41.03218679,-93.74377145
54776164,41.66290895,-93.74325712
53206537,42.10517852,-93.74204705
54754910,43.12502043,-93.74172519
30845537,41.6274455,-93.7415415
46096715,41.66495393,-93.74090005
55879519,41.62793859,-93.73725605
51577442,41.54605,-93.73611697
95576784,39.03183746,-93.73414612
30790223,41.6215557,-93.7318989
30905482,41.619752,-93.73069
88454145,36.15853533,-93.73014731
90072453,36.15817029,-93.73002206
31803142,44.77722168,-93.72840881
86626091,41.61733022,-93.72749981
87197240,41.61534119,-93.7252655
54287095,44.86407332,-93.72300175
53599778,44.652175,-93.71653667
14642380,41.15387103,-93.71215255
51798416,41.75492766,-93.71215079
14326090,41.78095245,-93.70986938
86212612,41.54274033,-93.70513547
86839487,41.52351667,-93.70278833
51285214,34.650867,-93.7018315
85644528,41.5867326,-93.7011913
102789207,36.254114,-93.700925
33435361,36.25488744,-93.70059411
8888087,36.2564814,-93.70022535
86839674,41.524445,-93.6997
86576044,38.583307,-93.6949235
52745137,41.568775,-93.68733889
31313909,41.73294331,-93.6847133
53881253,44.88243535,-93.68334448
85857657,41.64712906,-93.68016815
86111003,41.6476059,-93.67998505
90180280,41.6532073,-93.6797145
58774808,44.6647599,-93.6753149
29402184,41.69453144,-93.67425495
28760571,37.57377591,-93.67277402
7402475,41.70735833,-93.67265333
31261352,41.70378611,-93.67178333
